Enrollment_No,Student_Name,Surname,Gender,Department,Class,Semester,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,CGPA,HackerRank_Score,LeetCode_Problems_Solved,GitHub_Repositories,Projects_Completed,Internship_Completed,Primary_Skill,Secondary_Skill,Preferred_Domain,Preferred_Location,Expected_Salary_LPA,Communication_Skill_Rating
422,Student421,Surname421,Female,IT,4EK1,8,9.872773711658887,7.4710374035091585,6.3158766487633144,9.851073401012824,8.465201943702896,9.015472330839652,8.80842981645517,7.499299697399991,59,166,14,3,No,Web Dev,UI UX,Cybersecurity,Bangalore,4.86777591313909,3
423,Student422,Surname422,Female,ICT,4EK2,8,6.742102062812485,7.656519010115709,6.958040679638152,6.302420162467003,8.227513772688383,8.311564450776354,7.325408874945268,8.485322496622828,95,295,14,1,Yes,Data Science,ML,AI,Pune,7.703294277461248,4
424,Student423,Surname423,Male,IT,4EK2,8,9.474492671822443,9.310151582267498,9.178313114800762,7.462722993045485,7.663100414093288,9.617439099975428,8.702651608828292,8.874872453048809,91,248,1,1,No,Python,ML,Software Dev,Hyderabad,8.880051009172123,4
425,Student424,Surname424,Female,ICT,4EK2,8,9.106387411166967,8.934457522245609,6.138681066905933,6.901525072027063,7.7157773337205775,9.269631389224438,7.5837489047838,6.442414395492643,81,130,3,2,Yes,Java,Database,Data Science,Bangalore,4.324913972120715,1
426,Student425,Surname425,Male,IT,4EK2,8,9.083687378576208,9.077219574565358,8.331227340333959,6.783332336537081,8.163620015352324,9.028192458794502,9.025015165689737,6.1423609232259055,91,88,7,6,No,AI,Cloud,Software Dev,Pune,8.034164512050204,1
427,Student426,Surname426,Male,ICT,4EK1,8,9.37913291246755,6.044125057714589,9.98175006476524,6.563211795570704,8.78571922814443,6.222422086721842,7.816734650946824,9.97732121074286,75,85,15,6,No,Python,Cloud,Cybersecurity,Pune,6.798021351151444,1
428,Student427,Surname427,Female,AI,4EK3,8,9.044095963771996,7.664615992719046,9.422784375350158,8.489654566263987,8.808584384727318,6.027511848878597,7.649118911326662,6.930913395662207,74,217,19,3,Yes,Data Science,UI UX,AI,Ahmedabad,3.4269857495215517,5
429,Student428,Surname428,Male,CSE,4EK2,8,8.504881286525661,7.9253766065412945,8.085782756174357,9.12528742298922,6.686775630821798,6.849789108781891,9.738919661953204,6.215322099633836,60,222,2,4,No,Data Science,ML,Software Dev,Remote,4.640824832750823,4
430,Student429,Surname429,Female,ICT,4EK1,8,6.52497951072955,6.076769107292227,6.254563637146569,8.313193597681442,8.000451008306507,8.65409437565381,7.003516399562801,6.75950131638368,72,181,19,2,No,Java,Cloud,Software Dev,Bangalore,12.168441878009661,1
431,Student430,Surname430,Male,IT,4EK2,8,6.130104717965008,7.039252834980137,9.325494057542839,6.587850838352839,7.647832380136408,7.644789955530183,6.481789359986262,6.155831385393856,83,279,9,2,Yes,Python,Database,Cybersecurity,Pune,3.2164549140557335,2
432,Student431,Surname431,Female,AI,4EK2,8,9.683391391262747,9.04115929248854,8.395914032708841,9.244495079733884,9.482107865077538,7.609625037197247,8.338172453037833,7.567243578468687,89,202,19,7,No,Web Dev,ML,Data Science,Bangalore,14.211039589156334,5
433,Student432,Surname432,Male,ICT,4EK1,8,8.466601258082953,6.548438822915996,6.459731988238268,8.543818828654913,8.525675684873505,9.538347552918456,9.877287249136716,9.209607137805296,72,246,5,1,Yes,Python,UI UX,Software Dev,Hyderabad,4.037095589366849,3
434,Student433,Surname433,Female,ICT,4EK3,8,9.186149163904705,8.141240525810368,6.375429139293425,7.552662824507982,8.130016265663928,9.582251392527354,7.511356854908747,7.364977799030882,78,207,18,7,Yes,Data Science,Database,Cybersecurity,Hyderabad,12.590857130441497,4
435,Student434,Surname434,Female,AI,4EK3,8,7.926089406050201,6.86080748806895,9.63850727774637,8.696521182144252,6.4615785687156695,9.636701056214342,6.248147054515126,7.776733627513466,80,253,16,1,Yes,Java,DevOps,Data Science,Remote,13.783398491321648,4
436,Student435,Surname435,Female,ICT,4EK1,8,6.469232755849578,6.0484830985755735,8.676801051752314,7.039619916971331,8.422551557293646,7.255512306060109,7.357221069238269,8.702347094269754,56,245,4,6,Yes,Java,UI UX,Data Science,Pune,14.293627018205365,2
437,Student436,Surname436,Female,CSE,4EK3,8,6.500743168810201,6.964805830398166,9.317147197267023,7.380768833976842,6.468815622720934,8.764223250957047,8.023726617278234,8.035576280279521,89,265,12,3,No,Web Dev,Database,AI,Ahmedabad,13.409724281951672,3
438,Student437,Surname437,Female,ICT,4EK1,8,8.742261148915885,9.903495019640214,9.51591560112907,9.66994337252796,7.348826302263008,7.086532725097479,6.647692026528855,9.445782744085296,82,78,7,8,No,Java,Cloud,Cybersecurity,Pune,6.450600473105318,3
439,Student438,Surname438,Male,CSE,4EK1,8,7.721223579597851,9.206148447531959,8.287089408193289,7.1620180226856816,6.571367859257327,6.762439332297799,8.632408872225968,9.464142700183025,70,250,14,6,No,Java,DevOps,Data Science,Bangalore,6.9970455760617245,5
440,Student439,Surname439,Male,CSE,4EK1,8,6.802098906801347,9.838306577284133,8.069785407020165,7.879953072631746,8.768294588097476,6.738529829389477,9.990997556040803,6.039642781964615,51,245,12,2,Yes,Java,UI UX,AI,Hyderabad,8.118548383320912,4
441,Student440,Surname440,Male,AI,4EK3,8,7.9663781869657475,7.95141617570545,7.721709641283961,9.560564549584058,6.82500845534461,7.368430483454376,7.806957903925776,9.112185225932796,67,100,3,8,No,Java,Cloud,Web Dev,Bangalore,4.67156027288521,1
442,Student441,Surname441,Female,ICT,4EK1,8,6.256835748300537,6.4389447947100145,7.267786351164477,8.830885401070109,7.567437492752104,7.719830479119286,7.418914226920851,7.842934400966696,96,201,5,5,No,Java,DevOps,Cybersecurity,Remote,3.2672694608066863,2
443,Student442,Surname442,Male,AI,4EK2,8,8.327885607657596,8.191837955894773,7.738383843434847,6.248812904658811,9.582699110475115,9.323796684220273,7.6028166673378665,9.955362165214652,82,63,17,8,No,Data Science,ML,Web Dev,Hyderabad,13.429459371372415,2
444,Student443,Surname443,Female,ICT,4EK3,8,7.075973617740391,7.8175093382398435,9.095518622920626,6.589212177115881,6.817265533595881,6.479564373890849,6.460584713580804,7.932928303501741,86,118,10,8,No,Python,Cloud,Data Science,Ahmedabad,9.649544594525477,2
445,Student444,Surname444,Female,ICT,4EK3,8,9.190236402548752,9.377428330958464,8.407693724060525,6.031366363087667,8.031220255835116,8.939703389579577,9.533094405704896,9.94758378155319,83,195,10,6,Yes,AI,Database,Cybersecurity,Hyderabad,10.304675306138595,2
446,Student445,Surname445,Male,IT,4EK3,8,7.241447835694295,6.392330323136978,9.570093159819384,8.523687160916653,7.677086644664088,8.125819656757221,7.6593026220854075,9.018277444822946,69,219,11,2,Yes,Java,UI UX,AI,Pune,14.123861697813544,1
447,Student446,Surname446,Male,ICT,4EK3,8,7.820880596327205,7.952964548087113,7.773520057516751,7.790693701641674,6.072496164182919,7.15178137070397,7.549097645699366,6.994419538453226,84,106,17,8,No,AI,DevOps,Data Science,Pune,10.981442137363388,1
448,Student447,Surname447,Female,AI,4EK2,8,6.0464821596324025,6.600194658775937,8.428358314875016,6.537099403609102,9.17103245429125,7.971278338131299,8.638761091721896,8.15357991714783,99,260,5,6,Yes,AI,Cloud,Cybersecurity,Hyderabad,11.290242052077762,5
449,Student448,Surname448,Male,CSE,4EK3,8,6.289787551178236,7.2987037075602395,8.525230212367955,9.831736484227083,6.276183625258399,7.19976827910809,7.7681336837244945,9.968542557914331,67,61,13,6,No,Data Science,ML,Cybersecurity,Remote,12.443623781240905,4
450,Student449,Surname449,Female,ICT,4EK3,8,7.569974225626739,8.949428309551198,8.366788649225303,8.11863889578248,7.897020083907814,8.384327820953224,8.592933875231385,9.430122431007694,95,259,10,8,No,Java,UI UX,Web Dev,Pune,4.396181398288846,1
451,Student450,Surname450,Female,IT,4EK1,8,7.9197553388684945,7.904072517475067,8.810535092342064,6.967573176451557,8.2427131797558,7.735375691420977,6.24578516052315,6.389467575164884,73,66,9,1,No,AI,UI UX,Data Science,Pune,7.321945838565498,5
452,Student451,Surname451,Female,AI,4EK3,8,8.400082192477214,7.503553140583078,6.949733873499225,8.00241428461883,8.513705826458349,6.657622116315515,9.25489337488891,8.825487987239985,57,79,17,2,Yes,Java,Cloud,AI,Ahmedabad,14.618495132440396,3
453,Student452,Surname452,Female,ICT,4EK2,8,7.166650314837213,7.577905114280141,8.049455110183162,8.718481330940431,8.754526517231502,6.466332298222786,9.76201581151761,7.382318343483252,79,137,1,9,No,Web Dev,ML,AI,Hyderabad,14.07516093720728,4
454,Student453,Surname453,Female,AI,4EK2,8,8.77992754450617,7.8377870736239466,6.416899211233391,6.304956871894258,7.01308953409086,8.18678272828852,8.595061544637543,6.0279290475213925,93,252,4,8,Yes,Web Dev,DevOps,Data Science,Pune,13.608903555722218,1
455,Student454,Surname454,Male,IT,4EK2,8,9.440489588756819,9.140066175348228,7.53804531057925,7.098815260191568,6.0399151066337975,9.609652133144413,9.818263715435243,7.613923876107998,59,148,4,7,Yes,Web Dev,Cloud,Data Science,Remote,8.425062124067669,3
456,Student455,Surname455,Male,IT,4EK2,8,9.1194039555734,9.568338755760937,7.950668274485057,9.227861963535975,8.893774649419647,7.375830746230742,6.605729257479853,6.939017686899885,72,72,18,7,No,AI,DevOps,Software Dev,Bangalore,13.28631544304167,5
457,Student456,Surname456,Female,AI,4EK3,8,6.158475301393429,9.821338746015712,8.60889703818189,7.8386594816106445,8.142626397390314,8.932000428890493,7.909664757921415,9.275477082081887,98,258,9,5,Yes,Web Dev,UI UX,Web Dev,Hyderabad,3.5807505833491873,1
458,Student457,Surname457,Female,ICT,4EK3,8,7.922027789031316,9.14761354502118,9.802124210344815,8.18630856812918,9.344470812828995,8.634645419759067,8.40722693578179,7.349322435383062,60,178,18,2,Yes,Data Science,DevOps,Data Science,Ahmedabad,4.782209091085409,1
459,Student458,Surname458,Male,CSE,4EK2,8,6.4197207136726995,7.261627582992051,8.402604266193423,7.7312640088378775,9.285553451602777,9.726219657237923,8.326946589684747,9.31009477581527,51,128,14,6,No,Data Science,ML,Data Science,Pune,7.9676123818086495,3
460,Student459,Surname459,Male,IT,4EK2,8,6.968180063450109,8.752538824346168,8.974375664706239,6.1755997705720205,9.373304671151534,9.283924069196564,7.605847116356173,6.002391755339181,75,81,15,3,Yes,AI,Database,Software Dev,Remote,8.800704800185517,1
461,Student460,Surname460,Female,ICT,4EK3,8,9.946650373068586,7.750412496221568,8.02506423798081,6.662999119280624,7.94037863991816,8.266421035621851,7.3523376374650455,7.231276600104477,85,58,6,4,Yes,Java,ML,Software Dev,Hyderabad,6.162085842250282,2
462,Student461,Surname461,Male,ICT,4EK2,8,6.569982171606053,7.018682488184204,8.536416125505326,7.782166554967564,7.334513583347462,8.628121992936428,6.507296090201676,6.964660857231047,82,64,10,2,No,Python,DevOps,Cybersecurity,Remote,7.27772005017345,1
463,Student462,Surname462,Female,CSE,4EK1,8,7.995552613805424,9.36348631770369,6.283728864535094,6.836741861631712,9.16623281036548,9.59354586633614,7.566969802249113,6.9342694442744435,96,205,15,2,No,Java,Cloud,AI,Remote,4.953313212304425,4
464,Student463,Surname463,Male,IT,4EK2,8,8.472622937272476,6.1537053958493,7.017566323367388,6.1999161146387145,7.80517645211702,7.598075138347739,6.6506432604219405,6.272746479061851,62,201,4,8,Yes,Java,UI UX,Web Dev,Ahmedabad,8.869608380590886,3
465,Student464,Surname464,Female,IT,4EK2,8,8.809859882176415,9.607047968541695,7.447412372820555,9.374598656207295,6.733768785613738,7.3071788234311095,8.937462705968873,6.748497081642007,89,237,18,8,No,Java,Database,Cybersecurity,Hyderabad,12.526119514414335,4
466,Student465,Surname465,Male,ICT,4EK1,8,8.238594733947657,7.845909858498937,7.889973420026054,9.924770116656463,9.419896078245898,6.043244334540786,6.83532374197836,8.222198279542479,74,212,18,6,No,Java,Cloud,Data Science,Pune,10.93632472393567,5
467,Student466,Surname466,Female,ICT,4EK1,8,6.039083389676735,8.548805907233122,6.182594982009535,9.172571495986958,9.530239507089389,9.306204296765857,6.234261221138135,7.165444291350978,53,263,17,5,Yes,Python,Cloud,Software Dev,Ahmedabad,4.293506968386495,4
468,Student467,Surname467,Male,CSE,4EK3,8,7.305845232975967,8.63741568882313,6.560096390213271,9.415139686818668,7.8652390245606805,9.203922801613459,8.209464551268937,7.669579129316592,91,76,12,8,Yes,Web Dev,ML,AI,Pune,8.850979240760593,2
469,Student468,Surname468,Male,CSE,4EK3,8,8.070846573538846,9.580470962826146,7.107257231165223,6.967908521268182,6.30279890923915,6.417818072400605,8.380918930877606,7.5074675213887545,68,260,7,4,No,Java,DevOps,Cybersecurity,Bangalore,11.371756593356698,2
470,Student469,Surname469,Female,IT,4EK1,8,6.351465996579334,8.54667872866883,9.886130763604204,9.842507902052798,7.551304359667725,8.3074295245308,9.487652245122021,9.503619699999579,67,158,16,4,Yes,Data Science,ML,AI,Remote,9.358743558647294,4
471,Student470,Surname470,Male,AI,4EK1,8,7.402507724836723,8.455734339040248,7.325388028412203,6.787702817813713,9.214150637850413,7.85592679266755,8.307926449670727,9.621195996042061,86,125,11,5,No,AI,DevOps,Software Dev,Bangalore,7.700107158426587,5
472,Student471,Surname471,Female,IT,4EK3,8,6.132812435165466,6.266608162242759,7.92816423244833,9.80571924144733,9.607096114184914,6.474836382036446,7.381923414893783,7.971827886623441,79,197,14,1,No,AI,ML,Cybersecurity,Remote,10.462973055406538,1
473,Student472,Surname472,Male,ICT,4EK2,8,6.314313988620083,8.073632087780815,6.784390850953572,9.979277175863803,6.813890969990384,9.922272908242894,9.212047526105282,7.320623801262418,68,114,3,1,Yes,Data Science,Cloud,Cybersecurity,Ahmedabad,14.623663983603306,2
474,Student473,Surname473,Female,IT,4EK1,8,7.587693104806384,6.600676003268166,8.443120284303074,8.846891222984194,6.267894448101086,6.858783549853422,8.161115572749685,6.427202816009455,72,262,19,2,Yes,Java,UI UX,AI,Pune,4.1388949171929355,4
475,Student474,Surname474,Male,AI,4EK3,8,6.530863016172241,8.949735074885943,7.122732862063897,9.924574927167289,9.509401812531355,6.268936720362245,6.317121138524767,9.81361151752838,65,226,18,8,No,Python,DevOps,Software Dev,Pune,7.680192728970728,4
476,Student475,Surname475,Female,CSE,4EK2,8,8.270163393046232,8.048887683250697,6.827970313753707,8.278159118268414,7.557619755915502,8.379389518007638,8.263402241252987,6.24090777960119,50,158,10,7,No,Web Dev,Database,Data Science,Ahmedabad,7.879270236553148,4
477,Student476,Surname476,Male,AI,4EK1,8,8.757859876549063,8.720911116833413,8.066290513783915,7.038167132704361,8.167043857070253,8.95546670853213,9.632074181686649,7.190601110273121,61,178,6,9,No,AI,Database,Cybersecurity,Hyderabad,9.923607725620453,1
478,Student477,Surname477,Female,AI,4EK2,8,9.20234679643633,6.1666916024095375,6.022023196641683,7.7479835426624835,9.872263248203035,6.129773784188748,7.585250501992882,7.192264804680017,73,59,13,5,No,Web Dev,Cloud,Data Science,Bangalore,4.826095222583015,3
479,Student478,Surname478,Male,AI,4EK3,8,6.80060097697924,6.339168064183212,6.030656130596901,8.374243741515144,6.266258911656891,8.634870554908089,7.1853032075992,7.28160514456086,83,96,10,2,Yes,Python,ML,Software Dev,Bangalore,5.119716358445634,5
480,Student479,Surname479,Female,CSE,4EK1,8,6.669930329036279,8.86529355225073,6.876275236407431,6.2923262481080595,8.593272029808382,8.129167503805817,6.57387782807208,6.6571473730896376,57,172,18,7,No,AI,ML,Cybersecurity,Pune,6.424336631974256,3
481,Student480,Surname480,Female,AI,4EK2,8,6.418271361337601,6.2883373439946935,6.146885450003285,8.489373058468985,6.296421690299468,6.413060035500194,6.60578208774143,9.13264572369479,67,108,16,8,Yes,Web Dev,Cloud,Cybersecurity,Pune,14.470440519222235,5
482,Student481,Surname481,Female,AI,4EK1,8,8.545720998174547,6.285026911061035,6.432103016522765,9.924711347049179,7.501875713866001,6.690095507785449,7.731085937367276,6.489991447863957,97,145,6,7,Yes,Python,Database,Data Science,Pune,11.809302974770832,5
483,Student482,Surname482,Male,AI,4EK2,8,8.825902905947604,6.04843390093955,7.355442597355006,6.76043059913491,9.215258180773787,8.271897189264322,8.382719296646119,8.53962663661265,54,239,13,7,No,Web Dev,Database,Web Dev,Ahmedabad,10.940319620298038,4
484,Student483,Surname483,Female,ICT,4EK3,8,6.126344579302568,9.82600559319792,9.210342718319252,9.170380465153533,7.733888931022538,7.1854304540531535,6.322461620678407,6.49538410682327,75,152,4,5,Yes,Java,ML,Data Science,Hyderabad,12.803492248731146,2
485,Student484,Surname484,Male,AI,4EK3,8,9.744848984974759,8.950033437836028,8.288194573477202,9.631595175118477,9.988729415611802,9.753262914605264,9.758274356100664,6.282142550371827,79,173,14,2,Yes,Python,DevOps,Data Science,Bangalore,4.530917627000315,4
486,Student485,Surname485,Female,CSE,4EK1,8,6.20788513460589,7.413005634008257,8.050670903825665,9.774806371280883,8.23623713978641,9.274960917936204,9.020534469780785,9.637718014743506,62,135,1,6,No,Web Dev,UI UX,Web Dev,Remote,13.31199383668502,1
487,Student486,Surname486,Male,AI,4EK2,8,8.165185341204282,7.186142325150621,7.173955292832487,9.840542417621789,7.2846486105438135,9.934268826054652,8.346495673134651,6.760515065274823,68,195,5,4,Yes,Java,DevOps,Software Dev,Ahmedabad,10.137992566650048,5
488,Student487,Surname487,Female,AI,4EK1,8,8.836242077803666,7.398812918983398,9.727014877731266,8.085838554885887,6.8804453036190125,7.0386833558016555,9.313754683755963,9.285000618238817,78,161,8,2,Yes,Java,Database,Software Dev,Bangalore,7.0239480895072255,2
489,Student488,Surname488,Male,CSE,4EK1,8,9.483876494984342,9.098614124724728,7.588060164948766,9.909231631966016,7.402082137144648,9.878894531191907,6.320747027248453,8.178523484428544,52,223,12,9,No,Python,DevOps,Cybersecurity,Hyderabad,12.790263068948285,5
490,Student489,Surname489,Male,AI,4EK2,8,8.85634772852971,8.645482444281658,6.348371067183086,9.029240828537755,7.490133095038203,7.7249354791662315,7.907355510932497,6.311426078435078,75,209,2,7,No,Data Science,UI UX,AI,Ahmedabad,12.630774412183488,5
491,Student490,Surname490,Female,CSE,4EK2,8,9.206912332279167,6.740782271469872,8.468266064471205,6.646685744947847,6.274854710895844,7.3900751812550185,8.520372507446654,9.82179276575227,89,76,12,6,No,AI,DevOps,AI,Bangalore,13.148502980600725,4
492,Student491,Surname491,Male,AI,4EK2,8,7.357800770171224,6.696437341336337,6.455353573906406,7.90760042587188,7.478296797707093,6.201398107877413,9.314611624473157,6.98784466796757,61,269,5,5,No,Python,DevOps,Cybersecurity,Ahmedabad,4.386214801283786,2
493,Student492,Surname492,Male,CSE,4EK3,8,9.259300454986048,6.393582598853589,7.380892571206768,8.873324701488016,7.8569540789569,6.21106103143841,9.13387824019707,9.438581381410426,51,67,5,3,No,Java,DevOps,AI,Bangalore,14.632334939949313,2
494,Student493,Surname493,Female,AI,4EK1,8,6.320459385538701,8.641210878805353,8.029647754871235,6.989361263276333,8.890951008955218,8.76804502378662,7.108276998853599,6.675240023138256,60,216,13,4,No,Java,DevOps,Data Science,Bangalore,14.515513845476773,5
495,Student494,Surname494,Male,AI,4EK1,8,9.579266624242111,9.057490648886944,9.496890098740703,8.56246073419555,8.626917938886432,7.831715977736112,9.763520678236818,9.415771528567412,93,226,9,3,No,Python,Cloud,Data Science,Hyderabad,7.289635746020899,2
496,Student495,Surname495,Male,ICT,4EK3,8,8.190369504614946,7.060185713300016,7.974186321360475,8.666401916186476,8.835062620916617,6.906086504144422,6.497383365723481,6.052915251621176,77,270,10,8,Yes,Data Science,Database,Web Dev,Remote,3.7907282185430358,2
497,Student496,Surname496,Male,ICT,4EK2,8,9.269191079849975,6.083779844123651,8.809035064126657,6.650798975234263,6.033454727507428,8.455881225300931,9.500534474484608,8.047121826277923,67,131,1,3,Yes,AI,UI UX,Web Dev,Hyderabad,5.004668033625428,4
498,Student497,Surname497,Female,AI,4EK3,8,7.8092731380732,6.328686669905709,9.971267355996282,8.260341249811026,6.870669598322144,7.011432473000445,9.883760998418474,9.077770317686227,62,221,3,7,No,Web Dev,Database,Cybersecurity,Bangalore,14.913969905336364,3
499,Student498,Surname498,Male,AI,4EK3,8,8.5743107807861,9.871440139380121,6.525956479591926,9.08650764391443,8.646737153599426,8.31052701737769,6.708614092890502,9.739182069971132,86,121,18,7,Yes,Python,Cloud,Cybersecurity,Ahmedabad,9.756155318059957,1
500,Student499,Surname499,Female,IT,4EK3,8,8.105610643744452,7.181779109909681,7.098926102078078,7.995582658143768,7.9359574727189885,7.436834987930761,8.888264256815141,9.636808544825948,71,103,12,7,Yes,AI,Cloud,Cybersecurity,Hyderabad,7.279461585912625,3
